Entity,Code,Year,Life expectancy
Haiti,HTI,1958,40.856
Honduras,HND,1958,44.934
Hong Kong,HKG,1958,66.22
Hungary,HUN,1958,67.189
Iceland,ISL,1958,73.273
India,IND,1958,40.225
Indonesia,IDN,1958,45.407
Iran,IRN,1958,43.796
Iraq,IRQ,1958,45.559
Ireland,IRL,1958,69.288
Isle of Man,IMN,1958,70.641
Israel,ISR,1958,70.148
Italy,ITA,1958,68.582
Jamaica,JAM,1958,63.885
Japan,JPN,1958,66.727
Jordan,JOR,1958,51.057
Kazakhstan,KAZ,1958,57.538
Kenya,KEN,1958,45.456
Kiribati,KIR,1958,46.112
Kuwait,KWT,1958,57.808
Kyrgyzstan,KGZ,1958,55.317
Laos,LAO,1958,42.59
Latin America and the Caribbean,,1958,54.525
Latvia,LVA,1958,68.017
Lebanon,LBN,1958,62.609
Lesotho,LSO,1958,47.344
Liberia,LBR,1958,33.783
Libya,LBY,1958,39.719
Liechtenstein,LIE,1958,69.734
Lithuania,LTU,1958,67.335
Luxembourg,LUX,1958,67.754
Macao,MAC,1958,63.842
Madagascar,MDG,1958,38.993
Malawi,MWI,1958,36.133
Malaysia,MYS,1958,58.848
Maldives,MDV,1958,36.279
Mali,MLI,1958,27.964
Malta,MLT,1958,68.925
Marshall Islands,MHL,1958,55.121
Martinique,MTQ,1958,59.199
Mauritania,MRT,1958,43.06
Mauritius,MUS,1958,56.512
Mayotte,MYT,1958,53.301
Mexico,MEX,1958,55.696
Micronesia (country),FSM,1958,53.637
Moldova,MDA,1958,61.256
Monaco,MCO,1958,68.289
Mongolia,MNG,1958,46.598
Montenegro,MNE,1958,62.47
Montserrat,MSR,1958,61.433
Morocco,MAR,1958,47.643
Mozambique,MOZ,1958,38.372
Myanmar,MMR,1958,41.191
Namibia,NAM,1958,44.948
Nauru,NRU,1958,48.016
Nepal,NPL,1958,35.034
Netherlands,NLD,1958,73.027
New Caledonia,NCL,1958,54.978
New Zealand,NZL,1958,70.776
Nicaragua,NIC,1958,45.732
Niger,NER,1958,34.871
Nigeria,NGA,1958,36.053
Niue,NIU,1958,62.415
North Korea,PRK,1958,50.091
North Macedonia,MKD,1958,59.31
Northern America,,1958,69.776
Northern Mariana Islands,MNP,1958,57.211
Norway,NOR,1958,73.472
Oceania,,1958,62.02
Oman,OMN,1958,40.978
Pakistan,PAK,1958,43.394
Palau,PLW,1958,57.837
Palestine,PSE,1958,48.41
Panama,PAN,1958,59.796
Papua New Guinea,PNG,1958,37.734
Paraguay,PRY,1958,63.432
Peru,PER,1958,46.773
Philippines,PHL,1958,60.142
Poland,POL,1958,66.238
Portugal,PRT,1958,62.575
Puerto Rico,PRI,1958,68.087
Qatar,QAT,1958,59.577
Reunion,REU,1958,53.932
Romania,ROU,1958,63.972
Russia,RUS,1958,65.327
Rwanda,RWA,1958,41.941
Saint Barthlemy,,1958,57.489
Saint Helena,SHN,1958,62.845
Saint Kitts and Nevis,KNA,1958,56.647
Saint Lucia,LCA,1958,55.028
Saint Martin (French part),MAF,1958,57.601
Saint Pierre and Miquelon,SPM,1958,65.239
Saint Vincent and the Grenadines,VCT,1958,57.871
Samoa,WSM,1958,56.314
San Marino,SMR,1958,68.699
Sao Tome and Principe,STP,1958,49.311
Saudi Arabia,SAU,1958,44.64
Senegal,SEN,1958,37.709
Serbia,SRB,1958,61.867
Seychelles,SYC,1958,63.01
Sierra Leone,SLE,1958,30.875
Singapore,SGP,1958,64.415
Sint Maarten (Dutch part),SXM,1958,64.8
Slovakia,SVK,1958,69.035
Slovenia,SVN,1958,68.112
Solomon Islands,SLB,1958,46.483
Somalia,SOM,1958,36.184
South Africa,ZAF,1958,47.617
South Korea,KOR,1958,53.418
South Sudan,SSD,1958,30.812
Spain,ESP,1958,68.02
Sri Lanka,LKA,1958,58.496
Sudan,SDN,1958,47.312
Suriname,SUR,1958,58.897
Sweden,SWE,1958,72.965
Switzerland,CHE,1958,70.8
Syria,SYR,1958,50.795
Taiwan,TWN,1958,63.206
Tajikistan,TJK,1958,49.975
Tanzania,TZA,1958,43.057
Thailand,THA,1958,53.607
Timor,TLS,1958,32.729
Togo,TGO,1958,38.994
Tokelau,TKL,1958,63.11
Tonga,TON,1958,59.113
Trinidad and Tobago,TTO,1958,61.25
Tunisia,TUN,1958,40.913
Turkey,TUR,1958,43.996
Turkmenistan,TKM,1958,53.625
Turks and Caicos Islands,TCA,1958,59.008
Tuvalu,TUV,1958,48.161
Uganda,UGA,1958,43.196
Ukraine,UKR,1958,67.511
United Arab Emirates,ARE,1958,49.475
United Kingdom,GBR,1958,70.658
United States,USA,1958,69.734
United States Virgin Islands,VIR,1958,65.658
Uruguay,URY,1958,67.282
Uzbekistan,UZB,1958,58.093
Vanuatu,VUT,1958,47.945
Vatican,VAT,1958,53.733
Venezuela,VEN,1958,58.702
Vietnam,VNM,1958,57.662
Wallis and Futuna,WLF,1958,55.35
Western Sahara,ESH,1958,37.615
World,OWID_WRL,1958,49.418
Yemen,YEM,1958,29.625
Zambia,ZMB,1958,45.81
Zimbabwe,ZWE,1958,52.098
Afghanistan,AFG,1959,31.925
Africa,,1959,40.793
Albania,ALB,1959,61.186
Algeria,DZA,1959,45.684
American Samoa,ASM,1959,66.033
Americas,,1959,62.23971836
Andorra,AND,1959,68.713
Angola,AGO,1959,37.253
Anguilla,AIA,1959,59.856
Antigua and Barbuda,ATG,1959,61.389
Argentina,ARG,1959,64.896
Armenia,ARM,1959,65.546
Aruba,ABW,1959,65.199
Asia,,1959,44.842
Australia,AUS,1959,70.644
Austria,AUT,1959,68.592
Azerbaijan,AZE,1959,60.795
Bahamas,BHS,1959,64.576
Bahrain,BHR,1959,50.513
Bangladesh,BGD,1959,44.787
Barbados,BRB,1959,63.648
Belarus,BLR,1959,67.451
Belgium,BEL,1959,69.796
Belize,BLZ,1959,59.439
Benin,BEN,1959,36.815
Bermuda,BMU,1959,68.683
Bhutan,BTN,1959,34.193
Bolivia,BOL,1959,41.498
Bonaire Sint Eustatius and Saba,BES,1959,65.296
Bosnia and Herzegovina,BIH,1959,59.642
Botswana,BWA,1959,48.657
Brazil,BRA,1959,53.66
British Virgin Islands,VGB,1959,62.63
Brunei,BRN,1959,53.85
Bulgaria,BGR,1959,68.104
Burkina Faso,BFA,1959,33.971
Burundi,BDI,1959,40.976
Cambodia,KHM,1959,41.146
Cameroon,CMR,1959,41.317
Canada,CAN,1959,70.657
Cape Verde,CPV,1959,48.323
Cayman Islands,CYM,1959,60.444
Central African Republic,CAF,1959,35.789
Chad,TCD,1959,37.757
Channel Islands,OWID_CIS,1959,70.636
Chile,CHL,1959,56.838
China,CHN,1959,43.7
Colombia,COL,1959,56.692
Comoros,COM,1959,41.051
Congo,COG,1959,45.077
Cook Islands,COK,1959,55.196
Costa Rica,CRI,1959,59.739
Cote d'Ivoire,CIV,1959,35.233
Croatia,HRV,1959,64.314
Cuba,CUB,1959,63.232
Curacao,CUW,1959,65.12
Cyprus,CYP,1959,69.277
Czechia,CZE,1959,70.032
Democratic Republic of Congo,COD,1959,40.879
Denmark,DNK,1959,72.202
Djibouti,DJI,1959,43.604
Dominica,DMA,1959,58.96
Dominican Republic,DOM,1959,50.887
Ecuador,ECU,1959,52.407
Egypt,EGY,1959,47.416
El Salvador,SLV,1959,49.253
Equatorial Guinea,GNQ,1959,36.196
Eritrea,ERI,1959,37.745
Estonia,EST,1959,67.965
Eswatini,SWZ,1959,43.183
Ethiopia,ETH,1959,37.742
Europe,,1959,67.939
Faeroe Islands,FRO,1959,70.773
Falkland Islands,FLK,1959,70.537
Fiji,FJI,1959,60.385
Finland,FIN,1959,68.536
France,FRA,1959,69.9
French Guiana,GUF,1959,57
French Polynesia,PYF,1959,55.782
Gabon,GAB,1959,39.365
Gambia,GMB,1959,31.809
Georgia,GEO,1959,63.248
Germany,DEU,1959,69.277
Ghana,GHA,1959,45.391
Gibraltar,GIB,1959,70.999
Greece,GRC,1959,67.842
Greenland,GRL,1959,57.011
Grenada,GRD,1959,61.787
Guadeloupe,GLP,1959,58.238
Guam,GUM,1959,60.456
Guatemala,GTM,1959,46.194
Guinea,GIN,1959,34.679
Guinea-Bissau,GNB,1959,37.216
Guyana,GUY,1959,60.079
Haiti,HTI,1959,41.323
Honduras,HND,1959,45.598
Hong Kong,HKG,1959,66.813
Hungary,HUN,1959,67.63
Iceland,ISL,1959,73.363
India,IND,1959,40.822
Indonesia,IDN,1959,46.041
Iran,IRN,1959,44.374
Iraq,IRQ,1959,46.803
Ireland,IRL,1959,69.545
Isle of Man,IMN,1959,70.751
Israel,ISR,1959,70.347
Italy,ITA,1959,68.859
Jamaica,JAM,1959,64.36
Japan,JPN,1959,67.322
Jordan,JOR,1959,51.858
Kazakhstan,KAZ,1959,57.978
Kenya,KEN,1959,46.102
Kiribati,KIR,1959,46.58
Kuwait,KWT,1959,58.578
Kyrgyzstan,KGZ,1959,55.77
Laos,LAO,1959,42.897
Latin America and the Caribbean,,1959,55.053
Latvia,LVA,1959,68.669
Lebanon,LBN,1959,62.945
Lesotho,LSO,1959,47.648
Liberia,LBR,1959,34.009
Libya,LBY,1959,41.092
Liechtenstein,LIE,1959,70.006
Lithuania,LTU,1959,68.094
Luxembourg,LUX,1959,68.086
Macao,MAC,1959,64.341
Madagascar,MDG,1959,39.478
Malawi,MWI,1959,36.404
Malaysia,MYS,1959,59.436
Maldives,MDV,1959,36.789
Mali,MLI,1959,28.077
Malta,MLT,1959,69.213
Marshall Islands,MHL,1959,55.242
Martinique,MTQ,1959,59.812
Mauritania,MRT,1959,43.74
Mauritius,MUS,1959,57.678
Mayotte,MYT,1959,54.218
Mexico,MEX,1959,56.418
Micronesia (country),FSM,1959,54.074
Moldova,MDA,1959,61.626
Monaco,MCO,1959,68.868
Mongolia,MNG,1959,47.481
Montenegro,MNE,1959,63.135
Montserrat,MSR,1959,61.87
Morocco,MAR,1959,48.045
Mozambique,MOZ,1959,38.93
Myanmar,MMR,1959,41.8
Namibia,NAM,1959,45.72
Nauru,NRU,1959,48.358
Nepal,NPL,1959,35.282
Netherlands,NLD,1959,73.158
New Caledonia,NCL,1959,55.689
New Zealand,NZL,1959,70.899
Nicaragua,NIC,1959,46.363
Niger,NER,1959,34.962
Nigeria,NGA,1959,36.514
Niue,NIU,1959,62.771
North Korea,PRK,1959,50.811
North Macedonia,MKD,1959,59.985
Northern America,,1959,69.9
Northern Mariana Islands,MNP,1959,57.703
Norway,NOR,1959,73.49
Oceania,,1959,62.393
Oman,OMN,1959,41.832
Pakistan,PAK,1959,44.364
Palau,PLW,1959,57.967
Palestine,PSE,1959,48.864
Panama,PAN,1959,60.335
Papua New Guinea,PNG,1959,38.336
Paraguay,PRY,1959,63.653
Peru,PER,1959,47.388
Philippines,PHL,1959,60.649
Poland,POL,1959,66.824
Portugal,PRT,1959,62.994
Puerto Rico,PRI,1959,68.455
Qatar,QAT,1959,60.336
Reunion,REU,1959,54.854
Romania,ROU,1959,64.861
Russia,RUS,1959,66.123
Rwanda,RWA,1959,42.281
Saint Barthlemy,,1959,58.198
Saint Helena,SHN,1959,63.293
Saint Kitts and Nevis,KNA,1959,57.288
Saint Lucia,LCA,1959,55.883
Saint Martin (French part),MAF,1959,58.31
Saint Pierre and Miquelon,SPM,1959,65.703
Saint Vincent and the Grenadines,VCT,1959,58.584
Samoa,WSM,1959,56.612
San Marino,SMR,1959,69.282
Sao Tome and Principe,STP,1959,49.843
Saudi Arabia,SAU,1959,45.137
Senegal,SEN,1959,37.996
Serbia,SRB,1959,62.395
Seychelles,SYC,1959,63.2
Sierra Leone,SLE,1959,31.219
Singapore,SGP,1959,64.981
Sint Maarten (Dutch part),SXM,1959,65.308
Slovakia,SVK,1959,69.566
Slovenia,SVN,1959,68.429
Solomon Islands,SLB,1959,47.304
Somalia,SOM,1959,36.58
South Africa,ZAF,1959,48.022
South Korea,KOR,1959,54.417
South Sudan,SSD,1959,31.261
Spain,ESP,1959,68.509
Sri Lanka,LKA,1959,58.952
Sudan,SDN,1959,47.759
Suriname,SUR,1959,59.303
Sweden,SWE,1959,73.104
Switzerland,CHE,1959,70.995
Syria,SYR,1959,51.38
Taiwan,TWN,1959,63.739
Tajikistan,TJK,1959,50.295
Tanzania,TZA,1959,43.336
Thailand,THA,1959,54.156
Timor,TLS,1959,33.229
Togo,TGO,1959,39.648
Tokelau,TKL,1959,63.546
Tonga,TON,1959,59.497
Trinidad and Tobago,TTO,1959,61.753
Tunisia,TUN,1959,41.441
Turkey,TUR,1959,44.668
Turkmenistan,TKM,1959,54.047
Turks and Caicos Islands,TCA,1959,59.671
Tuvalu,TUV,1959,48.633
Uganda,UGA,1959,43.773
Ukraine,UKR,1959,68.171
United Arab Emirates,ARE,1959,50.508
United Kingdom,GBR,1959,70.773
United States,USA,1959,69.848
United States Virgin Islands,VIR,1959,65.974
Uruguay,URY,1959,67.538
Uzbekistan,UZB,1959,58.463
Vanuatu,VUT,1959,48.459
Vatican,VAT,1959,54.226
Venezuela,VEN,1959,59.272
Vietnam,VNM,1959,58.354
Wallis and Futuna,WLF,1959,55.915
Western Sahara,ESH,1959,37.992
World,OWID_WRL,1959,49.762
Yemen,YEM,1959,29.747
Zambia,ZMB,1959,46.26
Zimbabwe,ZWE,1959,52.556
Afghanistan,AFG,1960,32.446
Africa,,1960,41.277
Albania,ALB,1960,62.283
Algeria,DZA,1960,46.141
American Samoa,ASM,1960,66.187
Americas,,1960,62.51586761
Andorra,AND,1960,69.223
Angola,AGO,1960,37.524
Anguilla,AIA,1960,60.451
Antigua and Barbuda,ATG,1960,61.968
Argentina,ARG,1960,65.055
Armenia,ARM,1960,65.972
Aruba,ABW,1960,65.662
Asia,,1960,45.235
Australia,AUS,1960,70.738
Austria,AUT,1960,68.919
Azerbaijan,AZE,1960,61.034
Bahamas,BHS,1960,64.74
Bahrain,BHR,1960,51.869
Bangladesh,BGD,1960,45.379
Barbados,BRB,1960,64.472
Belarus,BLR,1960,68.053
Belgium,BEL,1960,69.973
Belize,BLZ,1960,59.981
Benin,BEN,1960,37.271
Bermuda,BMU,1960,69.041
Bhutan,BTN,1960,34.526
Bolivia,BOL,1960,41.82
Bonaire Sint Eustatius and Saba,BES,1960,65.749
Bosnia and Herzegovina,BIH,1960,60.353
Botswana,BWA,1960,49.179
Brazil,BRA,1960,54.143
British Virgin Islands,VGB,1960,63.023
Brunei,BRN,1960,54.81
Bulgaria,BGR,1960,68.824
Burkina Faso,BFA,1960,34.432
Burundi,BDI,1960,41.281
Cambodia,KHM,1960,41.242
Cameroon,CMR,1960,41.785
Canada,CAN,1960,70.866
Cape Verde,CPV,1960,48.461
Cayman Islands,CYM,1960,60.919
Central African Republic,CAF,1960,36.249
Chad,TCD,1960,38.02
Channel Islands,OWID_CIS,1960,70.739
Chile,CHL,1960,57.219
China,CHN,1960,43.725
Colombia,COL,1960,57.269
Comoros,COM,1960,41.447
Congo,COG,1960,45.721
Cook Islands,COK,1960,55.685
Costa Rica,CRI,1960,60.381
Cote d'Ivoire,CIV,1960,36.095
Croatia,HRV,1960,64.737
Cuba,CUB,1960,63.834
Curacao,CUW,1960,65.568
Cyprus,CYP,1960,69.618
Czechia,CZE,1960,70.211
Democratic Republic of Congo,COD,1960,41.098
Denmark,DNK,1960,72.276
Djibouti,DJI,1960,44.038
Dominica,DMA,1960,59.537
Dominican Republic,DOM,1960,51.602
Ecuador,ECU,1960,52.982
Egypt,EGY,1960,48.042
El Salvador,SLV,1960,49.95
Equatorial Guinea,GNQ,1960,36.535
Eritrea,ERI,1960,38.419
Estonia,EST,1960,68.497
Eswatini,SWZ,1960,43.572
Ethiopia,ETH,1960,38.419
Europe,,1960,68.375
Faeroe Islands,FRO,1960,70.99
Falkland Islands,FLK,1960,70.624
Fiji,FJI,1960,60.811
Finland,FIN,1960,68.72
France,FRA,1960,70.181
French Guiana,GUF,1960,57.686
French Polynesia,PYF,1960,56.282
Gabon,GAB,1960,39.694
Gambia,GMB,1960,32.054
Georgia,GEO,1960,63.651
Germany,DEU,1960,69.497
Ghana,GHA,1960,45.843
Gibraltar,GIB,1960,71.095
Greece,GRC,1960,68.248
Greenland,GRL,1960,57.979
Grenada,GRD,1960,62.231
Guadeloupe,GLP,1960,58.913
Guam,GUM,1960,60.97
Guatemala,GTM,1960,46.702
Guinea,GIN,1960,34.89
Guinea-Bissau,GNB,1960,37.478
Guyana,GUY,1960,60.26
Haiti,HTI,1960,41.762
Honduras,HND,1960,46.274
Hong Kong,HKG,1960,67.399
Hungary,HUN,1960,68.025
Iceland,ISL,1960,73.427
India,IND,1960,41.422
Indonesia,IDN,1960,46.664
Iran,IRN,1960,44.947
Iraq,IRQ,1960,48.022
Ireland,IRL,1960,69.76
Isle of Man,IMN,1960,70.837
Israel,ISR,1960,70.537
Italy,ITA,1960,69.117
Jamaica,JAM,1960,64.77
Japan,JPN,1960,67.887
Jordan,JOR,1960,52.651
Kazakhstan,KAZ,1960,58.419
Kenya,KEN,1960,46.76
Kiribati,KIR,1960,47.061
Kuwait,KWT,1960,59.343
Kyrgyzstan,KGZ,1960,56.224
Laos,LAO,1960,43.204
Latin America and the Caribbean,,1960,55.566
Latvia,LVA,1960,69.213
Lebanon,LBN,1960,63.267
Lesotho,LSO,1960,47.919
Liberia,LBR,1960,34.264
Libya,LBY,1960,42.609
Liechtenstein,LIE,1960,70.241
Lithuania,LTU,1960,68.746
Luxembourg,LUX,1960,68.404
Macao,MAC,1960,64.828
Madagascar,MDG,1960,39.962
Malawi,MWI,1960,36.672
Malaysia,MYS,1960,59.991
Maldives,MDV,1960,37.343
Mali,MLI,1960,28.199
Malta,MLT,1960,69.443
Marshall Islands,MHL,1960,55.369
Martinique,MTQ,1960,60.413
Mauritania,MRT,1960,44.432
Mauritius,MUS,1960,58.787
Mayotte,MYT,1960,55.09
Mexico,MEX,1960,57.077
Micronesia (country),FSM,1960,54.513
Moldova,MDA,1960,61.995
Monaco,MCO,1960,69.391
Mongolia,MNG,1960,48.392
Montenegro,MNE,1960,63.82
Montserrat,MSR,1960,62.264
Morocco,MAR,1960,48.458
Mozambique,MOZ,1960,39.439
Myanmar,MMR,1960,42.381
Namibia,NAM,1960,46.483
Nauru,NRU,1960,48.668
Nepal,NPL,1960,35.583
Netherlands,NLD,1960,73.268
New Caledonia,NCL,1960,56.382
New Zealand,NZL,1960,71
Nicaragua,NIC,1960,46.998
Niger,NER,1960,35.053
Nigeria,NGA,1960,36.976
Niue,NIU,1960,63.061
North Korea,PRK,1960,51.297
North Macedonia,MKD,1960,60.633
Northern America,,1960,70.003
Northern Mariana Islands,MNP,1960,58.194
Norway,NOR,1960,73.496
Oceania,,1960,62.723
Oman,OMN,1960,42.672
Pakistan,PAK,1960,45.299
Palau,PLW,1960,58.103
Palestine,PSE,1960,49.356
Panama,PAN,1960,60.864
Papua New Guinea,PNG,1960,38.935
Paraguay,PRY,1960,63.881
Peru,PER,1960,48.012
Philippines,PHL,1960,61.105
Poland,POL,1960,67.34
Portugal,PRT,1960,63.412
Puerto Rico,PRI,1960,68.739
Qatar,QAT,1960,61.094
Reunion,REU,1960,55.731
Romania,ROU,1960,65.726
Russia,RUS,1960,66.791
Rwanda,RWA,1960,42.616
Saint Barthlemy,,1960,58.889
Saint Helena,SHN,1960,63.699
Saint Kitts and Nevis,KNA,1960,57.902
Saint Lucia,LCA,1960,56.739
Saint Martin (French part),MAF,1960,59
Saint Pierre and Miquelon,SPM,1960,66.122
Saint Vincent and the Grenadines,VCT,1960,59.26
Samoa,WSM,1960,56.902
San Marino,SMR,1960,69.809
Sao Tome and Principe,STP,1960,50.378
Saudi Arabia,SAU,1960,45.638
Senegal,SEN,1960,38.223
Serbia,SRB,1960,62.928
Seychelles,SYC,1960,63.395
Sierra Leone,SLE,1960,31.566
Singapore,SGP,1960,65.475
Sint Maarten (Dutch part),SXM,1960,65.763
Slovakia,SVK,1960,69.995
Slovenia,SVN,1960,68.695
Solomon Islands,SLB,1960,48.123
Somalia,SOM,1960,36.976
South Africa,ZAF,1960,48.406
South Korea,KOR,1960,55.189
South Sudan,SSD,1960,31.697
Spain,ESP,1960,68.958
Sri Lanka,LKA,1960,59.369
Sudan,SDN,1960,48.194
Suriname,SUR,1960,59.682
Sweden,SWE,1960,73.231
Switzerland,CHE,1960,71.176
Syria,SYR,1960,51.971
Taiwan,TWN,1960,64.19
Tajikistan,TJK,1960,50.613
Tanzania,TZA,1960,43.6
Thailand,THA,1960,54.701
Timor,TLS,1960,33.729
Togo,TGO,1960,40.297
Tokelau,TKL,1960,63.934
Tonga,TON,1960,59.885
Trinidad and Tobago,TTO,1960,62.222
Tunisia,TUN,1960,42.021
Turkey,TUR,1960,45.369
Turkmenistan,TKM,1960,54.471
Turks and Caicos Islands,TCA,1960,60.32
Tuvalu,TUV,1960,49.106
Uganda,UGA,1960,44.359
Ukraine,UKR,1960,68.733
United Arab Emirates,ARE,1960,51.537
United Kingdom,GBR,1960,70.87
United States,USA,1960,69.94
United States Virgin Islands,VIR,1960,66.255
Uruguay,URY,1960,67.783
Uzbekistan,UZB,1960,58.835
Vanuatu,VUT,1960,48.975
Vatican,VAT,1960,54.713
Venezuela,VEN,1960,59.831
Vietnam,VNM,1960,59.039
Wallis and Futuna,WLF,1960,56.479
Western Sahara,ESH,1960,38.368
World,OWID_WRL,1960,50.137
Yemen,YEM,1960,29.919
Zambia,ZMB,1960,46.687
Zimbabwe,ZWE,1960,53.019
Afghanistan,AFG,1961,32.962
Africa,,1961,41.75
Albania,ALB,1961,63.301
Algeria,DZA,1961,46.599
American Samoa,ASM,1961,66.251
Americas,,1961,62.77254009
Andorra,AND,1961,69.678
Angola,AGO,1961,37.811
Anguilla,AIA,1961,61.042
Antigua and Barbuda,ATG,1961,62.523
Argentina,ARG,1961,65.176
Armenia,ARM,1961,66.403
Aruba,ABW,1961,66.074
Asia,,1961,45.748
Australia,AUS,1961,70.801
Austria,AUT,1961,69.219
Azerbaijan,AZE,1961,61.256
Bahamas,BHS,1961,64.885
Bahrain,BHR,1961,53.235
Bangladesh,BGD,1961,45.97
Barbados,BRB,1961,65.198
Belarus,BLR,1961,68.565
Belgium,BEL,1961,70.121
Belize,BLZ,1961,60.531
Benin,BEN,1961,37.727
Bermuda,BMU,1961,69.354
Bhutan,BTN,1961,34.889
Bolivia,BOL,1961,42.15
Bonaire Sint Eustatius and Saba,BES,1961,66.155
Bosnia and Herzegovina,BIH,1961,61.019
Botswana,BWA,1961,49.684
Brazil,BRA,1961,54.634
British Virgin Islands,VGB,1961,63.388
Brunei,BRN,1961,55.81
Bulgaria,BGR,1961,69.454
Burkina Faso,BFA,1961,34.897
Burundi,BDI,1961,41.592
Cambodia,KHM,1961,41.366
Cameroon,CMR,1961,42.255
Canada,CAN,1961,71.064
Cape Verde,CPV,1961,48.66
Cayman Islands,CYM,1961,61.384
Central African Republic,CAF,1961,36.715
Chad,TCD,1961,38.279
Channel Islands,OWID_CIS,1961,70.833
Chile,CHL,1961,57.616
China,CHN,1961,44.051
Colombia,COL,1961,57.813
Comoros,COM,1961,41.846
Congo,COG,1961,46.338
Cook Islands,COK,1961,56.101
Costa Rica,CRI,1961,61.018
Cote d'Ivoire,CIV,1961,36.948
Croatia,HRV,1961,65.146
Cuba,CUB,1961,64.446
Curacao,CUW,1961,65.971
Cyprus,CYP,1961,69.949
Czechia,CZE,1961,70.318
Democratic Republic of Congo,COD,1961,41.312
Denmark,DNK,1961,72.34
Djibouti,DJI,1961,44.469
Dominica,DMA,1961,60.113
Dominican Republic,DOM,1961,52.306
Ecuador,ECU,1961,53.547
Egypt,EGY,1961,48.609
El Salvador,SLV,1961,50.621
Equatorial Guinea,GNQ,1961,36.872
Eritrea,ERI,1961,39.075
Estonia,EST,1961,68.941
Eswatini,SWZ,1961,43.951
Ethiopia,ETH,1961,39.082
Europe,,1961,68.754
Faeroe Islands,FRO,1961,71.195
Falkland Islands,FLK,1961,70.698
Fiji,FJI,1961,61.172
Finland,FIN,1961,68.876
France,FRA,1961,70.427
French Guiana,GUF,1961,58.444
French Polynesia,PYF,1961,56.708
Gabon,GAB,1961,40.082
Gambia,GMB,1961,32.336
Georgia,GEO,1961,64.058
Germany,DEU,1961,69.701
Ghana,GHA,1961,46.279
Gibraltar,GIB,1961,71.182
Greece,GRC,1961,68.63
Greenland,GRL,1961,58.893
Grenada,GRD,1961,62.657
Guadeloupe,GLP,1961,59.576
Guam,GUM,1961,61.481
Guatemala,GTM,1961,47.219
Guinea,GIN,1961,35.086
Guinea-Bissau,GNB,1961,37.752
Guyana,GUY,1961,60.441
Haiti,HTI,1961,42.182
Honduras,HND,1961,46.953
Hong Kong,HKG,1961,67.969
Hungary,HUN,1961,68.372
Iceland,ISL,1961,73.471
India,IND,1961,42.027
Indonesia,IDN,1961,47.276
Iran,IRN,1961,45.512
Iraq,IRQ,1961,49.222
Ireland,IRL,1961,69.94
Isle of Man,IMN,1961,70.91
Israel,ISR,1961,70.718
Italy,ITA,1961,69.36
Jamaica,JAM,1961,65.133
Japan,JPN,1961,68.424
Jordan,JOR,1961,53.438
Kazakhstan,KAZ,1961,58.862
Kenya,KEN,1961,47.417
Kiribati,KIR,1961,47.557
Kuwait,KWT,1961,60.099
Kyrgyzstan,KGZ,1961,56.681
Laos,LAO,1961,43.511
Latin America and the Caribbean,,1961,56.063
Latvia,LVA,1961,69.653
Lebanon,LBN,1961,63.575
Lesotho,LSO,1961,48.162
Liberia,LBR,1961,34.56
Libya,LBY,1961,44.211
Liechtenstein,LIE,1961,70.442
Lithuania,LTU,1961,69.305
Luxembourg,LUX,1961,68.701
Macao,MAC,1961,65.301
Madagascar,MDG,1961,40.444
Malawi,MWI,1961,36.934
Malaysia,MYS,1961,60.515
Maldives,MDV,1961,37.936
Mali,MLI,1961,28.345
Malta,MLT,1961,69.631
Marshall Islands,MHL,1961,55.501
Martinique,MTQ,1961,61.003
Mauritania,MRT,1961,45.132
Mauritius,MUS,1961,59.804
Mayotte,MYT,1961,55.923
Mexico,MEX,1961,57.668
Micronesia (country),FSM,1961,54.954
Moldova,MDA,1961,62.367
Monaco,MCO,1961,69.858
Mongolia,MNG,1961,49.304
Montenegro,MNE,1961,64.508
Montserrat,MSR,1961,62.631
Morocco,MAR,1961,48.88
Mozambique,MOZ,1961,39.879
Myanmar,MMR,1961,42.961
Namibia,NAM,1961,47.231
Nauru,NRU,1961,48.957
Nepal,NPL,1961,35.941
Netherlands,NLD,1961,73.357
New Caledonia,NCL,1961,57.058
New Zealand,NZL,1961,71.08
Nicaragua,NIC,1961,47.636
Niger,NER,1961,35.141
Nigeria,NGA,1961,37.431
Niue,NIU,1961,63.297
North Korea,PRK,1961,51.674
North Macedonia,MKD,1961,61.259
Northern America,,1961,70.085
Northern Mariana Islands,MNP,1961,58.686
Norway,NOR,1961,73.499
Oceania,,1961,63.017
Oman,OMN,1961,43.499
Pakistan,PAK,1961,46.197
Palau,PLW,1961,58.246
Palestine,PSE,1961,49.888
Panama,PAN,1961,61.38
Papua New Guinea,PNG,1961,39.542
Paraguay,PRY,1961,64.105
Peru,PER,1961,48.628
Philippines,PHL,1961,61.509
Poland,POL,1961,67.797
Portugal,PRT,1961,63.825
Puerto Rico,PRI,1961,68.968
Qatar,QAT,1961,61.851
Reunion,REU,1961,56.568
Romania,ROU,1961,66.498
Russia,RUS,1961,67.333
Rwanda,RWA,1961,42.941
Saint Barthlemy,,1961,59.562
Saint Helena,SHN,1961,64.078
Saint Kitts and Nevis,KNA,1961,58.493
Saint Lucia,LCA,1961,57.589
Saint Martin (French part),MAF,1961,59.672
Saint Pierre and Miquelon,SPM,1961,66.512
Saint Vincent and the Grenadines,VCT,1961,59.891
Samoa,WSM,1961,57.188
San Marino,SMR,1961,70.28
