ESRI_OID,workplace_code,workplace_name,activity_evrk2,municipality,county,employees,immunised_percent,percentile_1,percentile_2,as_of_date
185,110659231,"Uždaroji akcinė bendrovė ""SKIBALĖ""",471100,Klaipėdos m. sav.,Klaipėdos apskr.,10,90-100%,100,100,2022-03-20
186,110661798,"Uždaroji akcinė bendrovė ""BERMETA""",479100,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
187,110665095,"UAB ""MOTORIDA""",453100,Vilniaus r. sav.,Vilniaus apskr.,15,80-89%,36,37,2022-03-20
188,110665138,"Lietuvos ir Ukrainos uždaroji akcinė bendrovė ""LAKMALIT""",467300,Kauno m. sav.,Kauno apskr.,20,90-100%,100,100,2022-03-20
189,110667331,"UAB ""NUTRICIA BALTICS""",731100,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,100,100,2022-03-20
190,110667865,"Uždaroji akcinė bendrovė ""SAVEX""",464900,Kaišiadorių r. sav.,Kauno apskr.,50,90-100%,55,57,2022-03-20
191,110669492,"Uždaroji akcinė bendrovė ""MANTINGA""",107100,Marijampolės sav.,Marijampolės apskr.,1025,90-100%,75,77,2022-03-20
192,110669916,"Bendra Lietuvos ir Danijos įmonė uždaroji akcinė bendrovė ""BALTIJOS KOPIJA""",181200,Vilniaus m. sav.,Vilniaus apskr.,30,90-100%,52,54,2022-03-20
193,110672136,"Lietuvos ir Vokietijos uždaroji akcinė bendrovė ""TIDLO""",467400,Kauno m. sav.,Kauno apskr.,10,70-79%,21,21,2022-03-20
194,110672321,"Lietuvos ir Suomijos uždaroji akcinė bendrovė ""Plandent""",464600,Kauno m. sav.,Kauno apskr.,15,80-89%,39,40,2022-03-20
195,110675812,"Uždaroji akcinė bendrovė ""GERHARD PETRI VILNIUS""",466900,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,100,100,2022-03-20
196,110678018,"Uždaroji akcinė bendrovė ""ALAISTA""",107100,Kauno m. sav.,Kauno apskr.,15,90-100%,54,55,2022-03-20
197,110679458,"Lietuvos ir Vokietijos uždaroji akcinė bendrovė ""KREISEL VILNIUS""",232000,Vilniaus m. sav.,Vilniaus apskr.,30,90-100%,100,100,2022-03-20
198,110679643,"Uždaroji akcinė bendrovė ""Maristika""",467300,Alytaus m. sav.,Alytaus apskr.,45,90-100%,100,100,2022-03-20
199,110681295,"Lietuvos ir Vokietijos uždaroji akcinė bendrovė ""SALHAUS""",412000,Panevėžio m. sav.,Panevėžio apskr.,10,90-100%,100,100,2022-03-20
200,110681338,"UAB ""4Team Vilnius""",620100,Vilniaus m. sav.,Vilniaus apskr.,20,90-100%,61,63,2022-03-20
201,110681480,"Lietuvos ir Vokietijos uždaroji akcinė bendrovė ""JŪSŲ NAMAS""",162300,Trakų r. sav.,Vilniaus apskr.,15,90-100%,100,100,2022-03-20
202,110681523,"UAB ""ELEKTROBALT""",466900,Vilniaus m. sav.,Vilniaus apskr.,85,90-100%,93,95,2022-03-20
203,110681861,"UAB ""KITRON""",265100,Kauno m. sav.,Kauno apskr.,680,90-100%,62,64,2022-03-20
204,110682582,"Uždaroji akcinė bendrovė ""SCANDEX""",467300,Kauno m. sav.,Kauno apskr.,25,90-100%,100,100,2022-03-20
205,110682810,"Uždaroji akcinė bendrovė ""VERSLO ŽINIOS""",581300,Vilniaus m. sav.,Vilniaus apskr.,105,90-100%,84,87,2022-03-20
206,110684067,"UAB ""Kvistija""",473000,Mažeikių r. sav.,Telšių apskr.,90,90-100%,43,44,2022-03-20
207,110686075,"Uždaroji akcinė bendrovė ""SESOMA""",467600,Kauno m. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
208,110688464,"Lietuvos ir Airijos uždaroji akcinė bendrovė ""RELEMA""",251100,Vilniaus r. sav.,Vilniaus apskr.,15,80-89%,30,31,2022-03-20
209,110688998,"UAB ""Bitė Lietuva""",612000,Vilniaus m. sav.,Vilniaus apskr.,1025,90-100%,85,87,2022-03-20
210,110692352,"Bendra Lietuvos-Vokietijos įmonė uždaroji akcinė bendrovė ""BAULITA""",222300,Šakių r. sav.,Marijampolės apskr.,15,90-100%,50,52,2022-03-20
211,110693116,"UAB ""MELKERLITA""",422100,Vilniaus m. sav.,Vilniaus apskr.,15,80-89%,30,32,2022-03-20
212,110694218,"Lietuvos ir Vokietijos uždaroji akcinė bendrovė ""TELEVIZIJOS KOMUNIKACIJOS""",611000,Tauragės r. sav.,Tauragės apskr.,10,90-100%,100,100,2022-03-20
213,110694894,"Elis Textile Service, UAB",772910,Vilniaus m. sav.,Vilniaus apskr.,90,90-100%,61,63,2022-03-20
214,110698387,UAB Gargždų plytų gamykla,236100,Klaipėdos r. sav.,Klaipėdos apskr.,40,90-100%,48,49,2022-03-20
215,110699717,"Lietuvos ir Danijos uždaroji akcinė bendrovė ""MINIJOS NAFTA""",061000,Klaipėdos r. sav.,Klaipėdos apskr.,50,90-100%,64,66,2022-03-20
216,110702540,"Uždaroji akcinė bendrovė ""Aveplast""",222300,Kauno r. sav.,Kauno apskr.,70,90-100%,90,92,2022-03-20
217,110703457,"Uždaroji akcinė bendrovė ""BEE-COM""",310300,Alytaus m. sav.,Alytaus apskr.,25,90-100%,68,70,2022-03-20
218,110707135,ERGO Life Insurance SE,651100,Vilniaus m. sav.,Vilniaus apskr.,175,90-100%,80,83,2022-03-20
219,110709524,"voestalpine Railway Systems Lietuva, UAB",302000,Vilniaus r. sav.,Vilniaus apskr.,65,90-100%,88,90,2022-03-20
220,110710455,"Uždaroji akcinė bendrovė ""ACHEMPAK""",139200,Jonavos r. sav.,Kauno apskr.,120,90-100%,79,81,2022-03-20
221,110711219,"Uždaroji akcinė bendrovė ""ASKOVITA""",234900,Širvintų r. sav.,Vilniaus apskr.,10,80-89%,32,33,2022-03-20
222,110711742,"UAB ""PAROC""",239900,Vilniaus m. sav.,Vilniaus apskr.,265,90-100%,53,55,2022-03-20
223,110716141,UAB Dimedium Lietuva,464600,Kauno m. sav.,Kauno apskr.,20,90-100%,60,61,2022-03-20
224,110717396,"Uždaroji akcinė bendrovė ""BALTIJOS BRETLINGIS""",463900,Klaipėdos m. sav.,Klaipėdos apskr.,25,80-89%,40,41,2022-03-20
225,110721512,"UAB ""HIDROBALT""",466900,Alytaus m. sav.,Alytaus apskr.,30,90-100%,100,100,2022-03-20
226,110723520,"UAB ""Belam LT""",331300,Kauno m. sav.,Kauno apskr.,40,90-100%,43,44,2022-03-20
227,110723673,"Lietuvos ir Norvegijos uždaroji akcinė bendrovė ""NORVELITA""",102000,Raseinių r. sav.,Kauno apskr.,440,90-100%,70,72,2022-03-20
228,110724394,"Lietuvos ir Vokietijos uždaroji akcinė bendrovė ""Stilsas""",101300,Šiaulių m. sav.,Šiaulių apskr.,45,90-100%,100,100,2022-03-20
229,110725343,"Lietuvos ir Danijos uždaroji akcinė bendrovė ""ENGEL DALI""",141200,Utenos r. sav.,Utenos apskr.,305,90-100%,80,83,2022-03-20
230,110725681,"Uždaroji akcinė bendrovė ""ALLTEX VILNIUS""",466900,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
231,110725724,"Uždaroji akcinė bendrovė ""BRETALITA""",522920,Vilniaus m. sav.,Vilniaus apskr.,50,90-100%,41,43,2022-03-20
232,110728268,"Lietuvos ir Vokietijos uždaroji akcinė bendrovė ""LIREMA""",862200,Vilniaus m. sav.,Vilniaus apskr.,150,90-100%,97,,2022-03-20
233,110735113,"Uždaroji akcinė bendrovė ""GUMINTA""",221100,Vilniaus m. sav.,Vilniaus apskr.,20,90-100%,44,45,2022-03-20
234,110736215,"UAB ""Vildoma""",466900,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,100,100,2022-03-20
235,110737089,"Uždaroji akcinė bendrovė ""CIPEL BALTIKA""",151100,Vilkaviškio r. sav.,Marijampolės apskr.,25,90-100%,48,49,2022-03-20
236,110737317,"UAB ""MEFFERT BALTICA""",203000,Marijampolės sav.,Marijampolės apskr.,20,90-100%,40,42,2022-03-20
237,110740441,UAB Centrinis Klaipėdos terminalas,682000,Klaipėdos m. sav.,Klaipėdos apskr.,10,90-100%,40,42,2022-03-20
238,110747425,"Lietuvos ir Šveicarijos uždaroji akcinė bendrovė ""HOSPITEX DIAGNOSTICS KAUNAS""",464600,Kauno m. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
239,110748299,"UAB ""CIE LT FORGE""",255000,Marijampolės sav.,Marijampolės apskr.,225,90-100%,56,58,2022-03-20
240,110750898,"Uždaroji akcinė bendrovė ""TEXTRIX""",141300,Kauno m. sav.,Kauno apskr.,85,90-100%,80,83,2022-03-20
241,110750930,"UAB ""ELEKTROS ĮRANGA""",466900,Panevėžio m. sav.,Panevėžio apskr.,30,90-100%,100,100,2022-03-20
242,110751085,"Lietuvos ir Olandijos uždaroji akcinė bendrovė ""RAINBOW COATINGS""",203000,Vilniaus r. sav.,Vilniaus apskr.,10,80-89%,32,33,2022-03-20
243,110752753,"Uždaroji akcinė bendrovė ""Selgana""",256200,Kauno m. sav.,Kauno apskr.,25,90-100%,48,49,2022-03-20
244,110753474,"UAB ""LODVILA""",181200,Vilniaus r. sav.,Vilniaus apskr.,75,90-100%,77,79,2022-03-20
245,110753855,"Uždaroji akcinė bendrovė ""OSTSEE FISCH KRETINGA""",102000,Kretingos r. sav.,Klaipėdos apskr.,135,80-89%,39,40,2022-03-20
246,110756399,"UAB ""KLAUSO ŪKIS""",011100,Šiaulių r. sav.,Šiaulių apskr.,15,80-89%,39,40,2022-03-20
247,110759541,"UAB ""Ežerėlio vaivorykštė""",162300,Kauno r. sav.,Kauno apskr.,10,80-89%,33,34,2022-03-20
248,110759737,"Uždaroji akcinė bendrovė ""ARIFARMA""",161000,Raseinių r. sav.,Kauno apskr.,10,90-100%,43,44,2022-03-20
249,110760134,"Lietuvos ir Italijos uždaroji akcinė bendrovė ""Profilita""",222900,Alytaus m. sav.,Alytaus apskr.,10,90-100%,49,50,2022-03-20
250,110761617,"Uždaroji akcinė bendrovė ""ARMALDA""",862300,Vilniaus m. sav.,Vilniaus apskr.,15,80-89%,27,,2022-03-20
251,110763963,"Uždaroji akcinė bendrovė ""REGINA IR CO""",433900,Vilniaus r. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
252,110764912,UAB GEMEGA,310300,Šiaulių m. sav.,Šiaulių apskr.,125,90-100%,72,74,2022-03-20
253,110765252,"Lietuvos ir Prancūzijos uždaroji akcinė bendrovė ""NAFTELF""",467100,Vilniaus m. sav.,Vilniaus apskr.,20,90-100%,43,44,2022-03-20
254,110767260,"Lietuvos ir Norvegijos uždaroji akcinė bendrovė ""Norfachema""",829200,Jonavos r. sav.,Kauno apskr.,30,90-100%,50,52,2022-03-20
255,110768362,"Uždaroji akcinė bendrovė ""Konig""",412000,Šiaulių m. sav.,Šiaulių apskr.,10,90-100%,43,44,2022-03-20
256,110769998,"Uždaroji akcinė bendrovė ""Genmak""",310900,Šiaulių m. sav.,Šiaulių apskr.,25,80-89%,36,38,2022-03-20
257,110770057,"Lietuvos ir Vokietijos uždaroji akcinė bendrovė ""STEVILA""",259900,Marijampolės sav.,Marijampolės apskr.,160,90-100%,72,75,2022-03-20
258,110770819,"UAB ""FUDO""",463100,Kauno m. sav.,Kauno apskr.,75,90-100%,58,59,2022-03-20
259,110771682,"Uždaroji akcinė bendrovė ""ADELL REKLAMA""",731100,Vilniaus m. sav.,Vilniaus apskr.,50,90-100%,100,100,2022-03-20
260,110776462,"Uždaroji akcinė bendrovė ""Hansa Flex Hidraulika""",466900,Vilniaus m. sav.,Vilniaus apskr.,130,90-100%,49,51,2022-03-20
261,110776996,"UAB ""Viking Malt""",110600,Panevėžio m. sav.,Panevėžio apskr.,30,90-100%,43,45,2022-03-20
262,110778328,"Uždaroji akcinė bendrovė ""NORFOS MAŽMENA""",471100,Vilniaus m. sav.,Vilniaus apskr.,3380,90-100%,64,66,2022-03-20
263,110781452,"Uždaroji akcinė bendrovė ""ESTRAVEL VILNIUS""",791100,Vilniaus m. sav.,Vilniaus apskr.,25,90-100%,49,51,2022-03-20
264,110785479,"UAB ""MV Stimelit""",236400,Vilniaus m. sav.,Vilniaus apskr.,25,90-100%,64,66,2022-03-20
265,110785664,"UAB ""GRETSCH-UNITAS BALTIC""",467300,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,100,100,2022-03-20
266,110788621,"UAB ""ViaCon Baltic""",467300,Kauno r. sav.,Kauno apskr.,55,90-100%,57,59,2022-03-20
267,111697459,"UAB ""NORAGRA""",015000,Šakių r. sav.,Marijampolės apskr.,45,70-79%,26,27,2022-03-20
268,110789680,"Uždaroji akcinė bendrovė ""Transaura""",494100,Druskininkų sav.,Alytaus apskr.,25,80-89%,33,34,2022-03-20
269,110791037,"Uždaroji akcinė bendrovė ""BALTIJOS PASTOLIAI""",439900,Elektrėnų sav.,Vilniaus apskr.,20,90-100%,100,100,2022-03-20
270,110791756,"Uždaroji akcinė bendrovė ""NEUROVITA""",464600,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
271,110796340,"Uždaroji akcinė bendrovė ""SABALIN""",152000,Šiaulių m. sav.,Šiaulių apskr.,55,90-100%,85,88,2022-03-20
272,110796493,"UAB ""ŠVYTURYS-UTENOS ALUS""",110500,Vilniaus m. sav.,Vilniaus apskr.,365,90-100%,76,78,2022-03-20
273,110797061,"Uždaroji akcinė bendrovė ""Baltų tekstilė""",682000,Kauno m. sav.,Kauno apskr.,15,90-100%,57,58,2022-03-20
274,110799112,"UAB ""SOFTDENT""",620100,Kauno m. sav.,Kauno apskr.,40,90-100%,79,81,2022-03-20
275,110800657,Uždaroji akcinė bendrovė CHARPENTIER IR KO,107100,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
276,110801410,"UADBB ""MAI Baltics""",662200,Vilniaus m. sav.,Vilniaus apskr.,20,90-100%,62,64,2022-03-20
277,110801759,"Uždaroji akcinė bendrovė ""Fegda""",421100,Vilniaus m. sav.,Vilniaus apskr.,300,90-100%,48,50,2022-03-20
278,110803767,UAB Press Express,464900,Vilniaus m. sav.,Vilniaus apskr.,75,90-100%,65,67,2022-03-20
279,110805241,"UAB ""Agroparkas""",494100,Pasvalio r. sav.,Panevėžio apskr.,10,90-100%,100,100,2022-03-20
280,110805394,"UAB ""STARLETT""",467500,Vilniaus m. sav.,Vilniaus apskr.,10,80-89%,29,30,2022-03-20
281,110805437,Krone Scanbalt UAB,451900,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,100,100,2022-03-20
282,110806877,"UŽDAROJI AKCINĖ BENDROVĖ ""LATLITA""",467300,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,40,42,2022-03-20
283,110807598,"Uždaroji akcinė bendrovė ""ORGANIKA VILNIUS""",222900,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,54,55,2022-03-20
284,110808013,"UAB ""POLVIT""",464700,Klaipėdos m. sav.,Klaipėdos apskr.,20,90-100%,100,100,2022-03-20
285,110809834,"UAB ""Devold""",141400,Panevėžio m. sav.,Panevėžio apskr.,305,90-100%,65,68,2022-03-20
286,110810384,"UAB ""VMG Food""",104200,Vilniaus m. sav.,Vilniaus apskr.,25,90-100%,100,100,2022-03-20
287,110811148,"Uždaroji akcinė bendrovė ""SWETRAK""",236100,Marijampolės sav.,Marijampolės apskr.,35,90-100%,74,77,2022-03-20
288,110811867,"""UTU"" UAB",464300,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
289,110814639,UAB Metalo centras,467400,Panevėžio m. sav.,Panevėžio apskr.,30,90-100%,41,42,2022-03-20
290,110815926,"UAB ""INTERMAZE""",464500,Kauno m. sav.,Kauno apskr.,10,90-100%,44,46,2022-03-20
291,110818317,"Uždaroji akcinė bendrovė ""LITESKO""",353000,Vilniaus m. sav.,Vilniaus apskr.,60,90-100%,59,60,2022-03-20
292,110824551,UAB NEPRIKLAUSOMA TYRIMŲ LABORATORIJA,712000,Telšių r. sav.,Telšių apskr.,50,90-100%,84,86,2022-03-20
293,110825653,"Uždaroji akcinė bendrovė ""UCS BALTIC""",465100,Vilniaus m. sav.,Vilniaus apskr.,50,90-100%,100,100,2022-03-20
294,110830643,"UAB ""Šilputa""",222100,Vilniaus r. sav.,Vilniaus apskr.,60,90-100%,52,53,2022-03-20
295,110834136,Uždaroji akcinė bendrovė ORTOPEDIJOS KLINIKA,325000,Kauno r. sav.,Kauno apskr.,30,90-100%,100,100,2022-03-20
296,110836297,"Lietuvos, Vokietijos ir Prancūzijos uždaroji akcinė bendrovė ""PORTMANN & DOBILAS""",494100,Vilniaus m. sav.,Vilniaus apskr.,10,60-69%,20,21,2022-03-20
297,110841472,"Uždaroji akcinė bendrovė ""CONDITOR""",108200,Vilniaus r. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
298,110841853,"UAB ""Carus LT""",453100,Kauno m. sav.,Kauno apskr.,15,80-89%,35,36,2022-03-20
299,110842955,"UAB ""JYSK BALTIC""",471900,Vilniaus m. sav.,Vilniaus apskr.,215,90-100%,80,83,2022-03-20
300,110844244,"UAB ""C&D STYLE""",477500,Kauno m. sav.,Kauno apskr.,100,90-100%,65,67,2022-03-20
301,110844810,"Uždarosios akcinės bendrovės ""LITESKO"" filialas ""Marijampolės šiluma""",353000,Marijampolės sav.,Marijampolės apskr.,80,90-100%,100,100,2022-03-20
302,110846971,UAB PAINA IR KO,310900,Ukmergės r. sav.,Vilniaus apskr.,90,90-100%,81,83,2022-03-20
303,110849177,Allium UPI UAB,464620,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
304,110850336,"UAB ""LITSPIN""",131000,Raseinių r. sav.,Kauno apskr.,60,90-100%,45,46,2022-03-20
305,110850521,"UAB ""DENTALITA""",494100,Elektrėnų sav.,Vilniaus apskr.,20,70-79%,21,22,2022-03-20
306,110851580,"UAB ""BUDMAT STEEL SERVICE""",467200,Kauno m. sav.,Kauno apskr.,15,90-100%,100,100,2022-03-20
307,110852497,"Uždarosios akcinės bendrovės ""LITESKO"" filialas ""Kelmės šiluma""",353000,Kelmės r. sav.,Šiaulių apskr.,25,90-100%,48,49,2022-03-20
308,110853446,"Uždarosios akcinės bendrovės ""LITESKO"" filialas ""TELŠIŲ ŠILUMA""",353000,Telšių r. sav.,Telšių apskr.,30,90-100%,53,54,2022-03-20
309,110853827,"Uždaroji akcinė bendrovė ""AUGERA""",162400,Šilutės r. sav.,Klaipėdos apskr.,10,70-79%,25,26,2022-03-20
310,110854886,"Uždaroji akcinė bendrovė ""Baltijos marmuras""",310900,Šilutės r. sav.,Klaipėdos apskr.,25,90-100%,100,100,2022-03-20
311,110855073,"UŽDAROJI AKCINĖ BENDROVĖ ""VISOLA""",106100,Vilniaus r. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
312,110856022,"Uždaroji akcinė bendrovė ""BALTEC CNC TECHNOLOGIES""",259900,Kauno m. sav.,Kauno apskr.,110,90-100%,77,79,2022-03-20
313,110856894,"AKCINĖ BENDROVĖ ""SUSKYSTINTOS DUJOS""",473000,Vilniaus m. sav.,Vilniaus apskr.,55,90-100%,49,51,2022-03-20
314,110859328,"UAB ""FabricAir""",139600,Alytaus m. sav.,Alytaus apskr.,120,90-100%,50,52,2022-03-20
315,110859666,"UAB ""Taugra""",494100,Kauno m. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
316,110860825,"Uždarosios akcinės bendrovės ""Fegda"" Kauno filialas",421100,Kauno m. sav.,Kauno apskr.,75,90-100%,91,93,2022-03-20
317,110861350,"UAB ""Proact Lietuva""",620300,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
318,110861546,"Uždaroji akcinė bendrovė ""LIGAJOS TECHNIKA""",464300,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
319,110861699,"UAB ""PRISTIS""",432120,Vilniaus m. sav.,Vilniaus apskr.,30,90-100%,100,100,2022-03-20
320,110862986,"Uždaroji akcinė bendrovė ""EJOT BALTIC""",467300,Vilniaus m. sav.,Vilniaus apskr.,50,90-100%,40,42,2022-03-20
321,110864656,"UAB ""ZEELANDIA""",104200,Klaipėdos m. sav.,Klaipėdos apskr.,15,90-100%,100,100,2022-03-20
322,110865181,AB DFDS Seaways,502000,Klaipėdos m. sav.,Klaipėdos apskr.,815,90-100%,46,48,2022-03-20
323,110865943,"Uždaroji akcinė bendrovė ""PRUSZYNSKI IR PARTNERIAI""",467300,Kauno m. sav.,Kauno apskr.,20,90-100%,43,44,2022-03-20
324,110866098,"UAB ""CINEEFFECTS STUDIO""",900200,Vilniaus m. sav.,Vilniaus apskr.,25,90-100%,67,69,2022-03-20
325,110866283,"""OYSTER & CO"" UAB",141200,Vilniaus m. sav.,Vilniaus apskr.,40,90-100%,78,81,2022-03-20
326,110866664,"UAB ""Ortho Baltic""",325000,Kauno m. sav.,Kauno apskr.,150,90-100%,84,86,2022-03-20
327,110867232,"UAB ""WOKU BALTICA""",139600,Kauno m. sav.,Kauno apskr.,20,90-100%,100,100,2022-03-20
328,110868334,"UAB ""NAUJOJI ŠILUMA""",711200,Vilniaus m. sav.,Vilniaus apskr.,20,90-100%,100,100,2022-03-20
329,110868487,"UAB ""Granito urmas""",237000,Širvintų r. sav.,Vilniaus apskr.,15,90-100%,100,100,2022-03-20
330,110869589,"UAB ""INTEREGUS""",139900,Kauno r. sav.,Kauno apskr.,20,90-100%,61,63,2022-03-20
331,110872222,"UAB ""LIFINATA""",252100,Šiaulių m. sav.,Šiaulių apskr.,10,90-100%,100,100,2022-03-20
332,110872941,"Uždaroji akcinė bendrovė ""INTERGAS""",352200,Vilniaus m. sav.,Vilniaus apskr.,25,90-100%,100,100,2022-03-20
333,110874045,"UAB ""TRANSINESTA""",493900,Kauno m. sav.,Kauno apskr.,15,90-100%,52,54,2022-03-20
334,110874198,"Uždaroji akcinė bendrovė ""CITY GATE""",551000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
335,110875332,"Uždaroji akcinė bendrovė ""HOMES IN THE WOOD""",682000,Kauno m. sav.,Kauno apskr.,10,70-79%,25,26,2022-03-20
336,110876434,"UAB ""TOI-TOI Lietuva""",773900,Šiaulių m. sav.,Šiaulių apskr.,80,90-100%,60,61,2022-03-20
337,110876587,"UAB ""ALTAS komercinis transportas""",291000,Vilniaus r. sav.,Vilniaus apskr.,215,90-100%,67,69,2022-03-20
338,110877536,"UAB ""ECOWOOD""",161000,Kauno r. sav.,Kauno apskr.,180,90-100%,62,64,2022-03-20
339,110878442,"UŽDAROJI AKCINĖ BENDROVĖ ""ERNST & YOUNG BALTIC""",692000,Vilniaus m. sav.,Vilniaus apskr.,365,90-100%,84,87,2022-03-20
340,110881043,"Uždaroji akcinė bendrovė ""COSMA STATYBA""",412000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
341,110882145,"Uždaroji akcinė bendrovė ""SALMOLITA""",464900,Kauno m. sav.,Kauno apskr.,20,90-100%,40,42,2022-03-20
342,110882526,"Uždaroji akcinė bendrovė ""BIZEA""",466900,Kupiškio r. sav.,Panevėžio apskr.,10,90-100%,49,50,2022-03-20
343,110883051,"UAB ""Itella Logistics""",522920,Vilniaus m. sav.,Vilniaus apskr.,205,90-100%,62,64,2022-03-20
344,110883432,"Bendros Lietuvos-Olandijos įmonės uždarosios akcinės bendrovės ""VTEX"" filialas ""VTEX Kaunas""",,Kauno m. sav.,Kauno apskr.,20,90-100%,58,,2022-03-20
345,110883585,"UAB ""Artilux NMF""",274000,Šiaulių m. sav.,Šiaulių apskr.,335,90-100%,89,91,2022-03-20
346,110884491,Uždaroji akcinė bendrovė Kauno termofikacijos elektrinė,351100,Kauno m. sav.,Kauno apskr.,15,90-100%,100,100,2022-03-20
347,110884687,"Viešoji įstaiga ""Žaliasis taškas""",829900,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
348,110885821,"UAB ""TOMALDRAS""",439100,Kaišiadorių r. sav.,Kauno apskr.,20,80-89%,36,37,2022-03-20
349,110892787,"UAB ""TOTUM prekyba""",251200,Vilniaus m. sav.,Vilniaus apskr.,20,90-100%,100,100,2022-03-20
350,110893355,"Uždarosios akcinės bendrovės ""LITESKO"" filialas ""Biržų šiluma""",353000,Biržų r. sav.,Panevėžio apskr.,25,90-100%,68,70,2022-03-20
351,110893736,UAB DAT LT,511000,Kauno r. sav.,Kauno apskr.,120,90-100%,59,61,2022-03-20
352,110893889,"UAB ""Koliz Vostok""",265200,Vilniaus m. sav.,Vilniaus apskr.,25,90-100%,100,100,2022-03-20
353,110894076,"Uždaroji akcinė bendrovė ""Transporent""",771100,Vilniaus m. sav.,Vilniaus apskr.,30,90-100%,100,100,2022-03-20
354,110894795,"UAB ""DANMINK""",014910,Jonavos r. sav.,Kauno apskr.,25,90-100%,49,51,2022-03-20
355,110895178,"UAB ""Varinės sistemos""",467400,Vilniaus m. sav.,Vilniaus apskr.,10,80-89%,30,32,2022-03-20
356,110896312,"Uždarosios akcinės bendrovės ""LITESKO"" filialas ""Druskininkų šiluma""",353000,Druskininkų sav.,Alytaus apskr.,40,90-100%,80,82,2022-03-20
357,110898092,"UAB ""Gretana""",561000,Vilniaus m. sav.,Vilniaus apskr.,15,50-59%,14,15,2022-03-20
358,110898135,"UAB ""MLVS""",466100,Mažeikių r. sav.,Telšių apskr.,10,80-89%,27,28,2022-03-20
359,110900052,"UAB ""Mototoja""",451100,Vilniaus m. sav.,Vilniaus apskr.,85,90-100%,100,100,2022-03-20
360,111429475,"Uždaroji akcinė bendrovė ""ACG NYSTROM""",466400,Kauno m. sav.,Kauno apskr.,10,90-100%,43,44,2022-03-20
361,111432261,"Uždaroji akcinė bendrovė ""SGS KLAIPĖDA LTD""",522400,Klaipėdos m. sav.,Klaipėdos apskr.,135,90-100%,46,47,2022-03-20
362,111434127,"Uždaroji akcinė bendrovė spaustuvė ""MORKŪNAS IR KO""",181200,Kauno m. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
363,111435033,Coffee Address UAB,463700,Vilniaus r. sav.,Vilniaus apskr.,170,90-100%,100,100,2022-03-20
364,111436135,"We deliver, UAB",731100,Vilniaus m. sav.,Vilniaus apskr.,40,90-100%,100,100,2022-03-20
365,111437194,"Uždaroji akcinė bendrovė ""ECHO STAMP""",731100,Vilniaus m. sav.,Vilniaus apskr.,45,90-100%,83,85,2022-03-20
366,111441125,"Uždaroji akcinė bendrovė ""VIADUKAS""",421300,Vilniaus m. sav.,Vilniaus apskr.,55,80-89%,33,34,2022-03-20
